"","xdist","tdist","lambda","slope_theta","t1","t2","t3","t4"
"109",10,1,0.5,0.577350269189626,-0.971820491518054,-0.292540036387732,0.292540036387732,0.971820491518054
"110",10,1,0.8,1.33333333333333,-1.40270205595486,-0.422245171893,0.422245171893,1.40270205595486
"111",10,2,0.5,0.577350269189626,-0.97863337750977,-0.295287749212409,0.295555022357772,0.978563964764642
"112",10,2,0.8,1.33333333333333,-1.48281390973125,-0.459736548768918,0.460062001868655,1.48318617620339
"113",10,3,0.5,0.577350269189626,-0.960817749337001,-0.288715615925357,0.288200560724938,0.960468055648267
"114",10,3,0.8,1.33333333333333,-1.32101260083899,-0.393742885631766,0.393086014906943,1.32062725407774
"115",10,4,0.5,0.577350269189626,-0.977257090408119,-0.325460876317747,0.257489372611159,0.964460764236289
"116",10,4,0.8,1.33333333333333,-1.3840207483967,-0.653057890944648,0.0997649424617986,1.39586845787075
"117",10,5,0.5,0.577350269189626,-0.968433067527119,-0.310320316493381,0.265898556747487,0.950481205938996
"118",10,5,0.8,1.33333333333333,-1.37109900310186,-0.513390308566105,0.274480574309958,1.27465210759535
"119",10,6,0.5,0.577350269189626,-0.959392763454006,-0.326183243859121,0.235711560103949,0.920849637604724
"120",10,6,0.8,1.33333333333333,-1.27960807174467,-0.578667633096444,0.0908539678902446,1.04966980065574
